toco,fhr
21.5,161.25
21.0,161.75
21.0,163.5
20.5,163.5
20.5,164.0
20.0,164.5
20.0,164.5
20.0,164.5
20.0,164.5
20.0,164.5
20.0,164.25
20.0,164.25
20.0,164.5
20.0,164.5
20.0,166.0
20.0,166.0
20.0,164.75
20.0,164.75
20.0,164.25
20.0,164.25
20.0,162.5
20.0,159.25
20.0,159.25
20.0,163.5
20.0,163.75
20.0,163.75
20.0,163.75
20.0,163.75
20.0,163.75
20.0,163.75
20.0,163.75
21.0,162.75
21.5,162.75
37.0,162.75
30.0,162.75
28.5,162.75
28.5,162.75
28.5,162.75
29.0,163.0
29.5,0.0
29.0,0.0
28.0,0.0
27.5,0.0
27.0,0.0
26.0,160.0
25.0,160.0
24.0,164.25
23.5,164.25
22.5,164.25
22.0,164.25
21.5,164.25
21.5,164.25
21.5,165.75
21.5,165.75
21.5,165.75
21.5,165.75
21.0,165.75
21.0,165.75
21.0,165.75
21.0,165.75
21.0,165.75
21.0,0.0
21.0,0.0
21.0,0.0
21.0,0.0
21.0,0.0
21.0,0.0
21.0,0.0
21.0,0.0
21.0,0.0
21.0,0.0
21.0,0.0
21.0,0.0
21.0,0.0
21.0,0.0
21.0,0.0
21.0,0.0
21.0,0.0
21.0,0.0
21.0,0.0
21.0,163.25
21.0,164.0
21.0,164.0
21.0,166.25
21.0,165.75
21.0,165.75
21.0,166.0
21.0,166.5
21.0,166.5
21.0,165.75
21.0,165.75
21.0,165.75
21.0,165.75
21.0,169.25
21.0,169.25
21.0,169.25
20.5,169.5
21.0,169.5
21.0,170.75
20.5,170.75
21.0,170.75
20.5,170.75
20.0,170.75
20.0,172.25
20.0,172.5
20.0,172.5
20.0,172.5
18.5,172.25
28.5,172.25
31.0,178.0
19.0,174.75
28.0,174.75
44.5,172.5
49.5,171.0
50.0,171.0
50.0,170.0
51.0,170.0
47.0,167.75
40.5,161.75
42.0,161.75
42.5,165.5
42.5,160.75
41.5,160.75
40.0,161.25
37.0,159.5
34.5,159.5
32.5,159.5
31.0,160.25
30.0,160.25
29.0,160.25
28.0,0.0
35.5,0.0
35.5,0.0
27.5,0.0
31.5,0.0
38.0,0.0
27.5,0.0
29.5,0.0
28.5,0.0
28.5,0.0
28.5,0.0
26.5,0.0
39.0,0.0
56.0,0.0
48.0,0.0
46.0,0.0
42.0,0.0
58.5,0.0
66.5,0.0
