toco,fhr
1.5,167.75
1.5,167.75
1.5,166.75
2.5,166.75
2.5,166.75
2.5,167.75
2.5,167.75
2.5,167.75
2.5,168.25
2.5,168.25
2.5,168.25
2.5,169.0
2.5,169.0
2.5,169.0
2.5,169.0
2.5,169.0
2.5,169.0
2.5,169.0
2.5,169.0
2.5,169.0
2.5,169.5
2.5,169.5
2.5,169.5
2.5,169.5
2.5,169.5
2.5,169.5
2.5,169.5
2.5,169.5
2.5,169.5
2.5,168.0
2.5,168.0
2.5,168.0
2.5,166.75
2.5,166.75
2.5,166.75
2.5,169.0
2.5,169.0
2.5,169.0
2.5,169.25
2.5,169.25
2.5,169.25
2.5,169.25
2.5,169.25
2.5,169.25
2.5,170.0
2.5,170.0
2.5,170.0
2.5,170.75
2.5,170.75
2.5,170.75
2.5,167.5
2.5,167.5
2.5,167.5
2.5,166.25
2.5,166.25
2.5,166.25
2.5,167.0
2.5,167.0
2.5,167.0
2.5,166.5
2.5,166.5
2.5,166.5
2.5,166.75
2.5,166.75
2.5,166.75
2.5,166.0
2.5,166.0
2.5,166.0
2.5,166.5
2.5,166.5
2.5,166.5
2.5,168.75
2.5,168.75
2.5,168.75
2.5,168.75
1.0,168.75
1.0,168.75
1.0,167.0
2.0,167.0
2.0,167.0
2.0,166.25
2.0,166.25
2.0,166.25
2.0,165.75
2.0,165.75
2.0,165.75
2.0,166.25
2.0,166.25
2.0,166.25
2.0,166.5
2.0,166.5
2.0,166.5
2.0,166.75
0.5,166.75
0.5,166.75
0.5,167.5
1.5,167.5
1.5,167.5
1.5,167.5
2.0,167.5
2.0,167.5
2.0,165.75
2.0,165.75
2.0,165.75
2.0,166.5
2.0,166.5
2.0,166.5
2.0,167.0
2.0,167.0
2.0,167.0
2.0,165.5
2.0,165.5
2.0,165.5
2.0,164.75
2.0,164.75
2.0,164.75
2.0,163.75
2.0,163.75
2.0,163.75
2.0,166.0
2.0,166.0
2.0,166.0
2.0,165.25
2.0,165.25
2.0,165.25
2.0,166.5
2.0,166.5
2.0,166.5
2.0,164.5
2.0,164.5
2.0,164.5
2.0,166.75
2.0,166.75
2.0,166.75
2.0,166.75
2.0,166.75
2.0,166.75
2.0,164.25
2.0,164.25
2.0,164.25
2.0,164.25
3.0,164.25
3.0,164.25
3.0,163.5
1.0,163.5
1.0,163.5
1.0,164.25
2.5,164.25
2.5,164.25
2.5,164.75
3.0,164.75
3.0,164.75
3.0,163.5
1.5,163.5
1.5,163.5
1.5,163.25
2.0,163.25
2.0,163.25
2.0,164.0
2.0,164.0
2.0,164.0
2.0,162.0
1.5,162.0
1.5,162.0
1.5,161.5
2.0,161.5
2.0,161.5
2.0,163.5
2.0,163.5
2.0,163.5
2.0,163.5
2.0,163.5
2.0,163.5
2.0,163.75
2.0,163.75
2.0,163.75
2.0,164.0
2.0,164.0
2.0,164.0
2.0,165.0
2.0,165.0
2.0,165.0
2.0,165.25
2.0,165.25
2.0,165.25
2.0,164.5
2.0,164.5
2.0,164.5
2.0,163.5
2.0,163.5
2.0,163.5
2.0,162.75
2.0,162.75
2.0,162.75
2.0,162.5
2.0,162.5
2.0,162.5
2.0,163.5
2.0,163.5
2.0,163.5
2.0,163.75
2.0,163.75
2.0,163.75
2.0,164.0
2.0,164.0
2.0,164.0
2.0,165.0
3.0,165.0
3.0,165.0
3.0,165.0
1.5,165.0
1.5,165.0
1.5,165.25
2.0,165.25
2.0,165.25
2.0,167.0
3.0,167.0
3.0,167.0
3.0,167.5
3.0,167.5
3.0,167.5
3.0,166.5
1.5,166.5
1.5,166.5
1.5,167.0
3.0,167.0
3.0,167.0
3.0,168.25
3.0,168.25
3.0,168.25
3.0,164.75
2.0,164.75
2.0,164.75
2.0,166.5
1.5,166.5
1.5,166.5
1.5,167.0
3.0,167.0
3.0,167.0
3.0,167.0
3.0,167.0
3.0,167.0
3.0,164.75
1.5,164.75
1.5,164.75
1.5,167.25
3.0,167.25
3.0,167.25
3.0,168.5
3.0,168.5
3.0,168.5
3.0,168.75
1.5,168.75
1.5,168.75
1.5,170.0
2.0,170.0
2.0,170.0
2.0,170.5
3.0,170.5
3.0,170.5
3.0,170.0
1.5,170.0
1.5,170.0
1.5,170.25
2.0,170.25
2.0,170.25
2.0,170.75
2.0,170.75
2.0,170.75
2.0,170.25
2.0,170.25
2.0,170.25
2.0,170.5
2.0,170.5
2.0,170.5
2.0,170.5
2.0,170.5
2.0,170.5
2.0,170.75
2.0,170.75
2.0,170.75
2.0,171.75
2.0,171.75
2.0,171.75
2.0,171.75
1.5,171.75
1.5,171.75
1.5,172.5
2.0,172.5
2.0,172.5
2.0,172.5
2.0,172.5
2.0,172.5
2.0,171.75
2.0,171.75
2.0,171.75
2.0,172.5
3.0,172.5
3.0,172.5
3.0,173.5
3.0,173.5
3.0,173.5
3.0,173.5
3.0,173.5
3.0,173.5
3.0,174.0
3.5,174.0
3.5,174.0
3.5,174.0
3.5,174.0
3.5,174.0
3.5,173.5
4.0,173.5
4.0,173.5
4.0,174.0
4.0,174.0
4.0,174.0
4.0,173.25
2.5,173.25
2.5,173.25
2.5,172.5
3.0,172.5
3.0,172.5
3.0,174.75
3.5,174.75
3.5,174.75
3.5,174.75
1.5,174.75
1.5,174.75
1.5,173.25
1.5,173.25
1.5,173.25
1.5,175.0
3.0,175.0
3.0,175.0
3.0,176.25
1.5,176.25
1.5,176.25
1.5,172.5
1.5,172.5
1.5,172.5
1.5,174.75
2.0,174.75
2.0,174.75
2.0,174.75
2.0,174.75
2.0,174.75
2.0,174.75
2.0,174.75
2.0,174.75
2.0,175.0
2.0,175.0
2.0,175.0
2.0,176.75
2.0,176.75
2.0,176.75
2.0,177.5
2.5,177.5
2.5,177.5
2.5,177.0
1.5,177.0
1.5,177.0
1.5,176.25
2.0,176.25
2.0,176.25
2.0,176.5
2.0,176.5
2.0,176.5
2.0,177.5
2.0,177.5
2.0,177.5
2.0,174.75
2.0,174.75
2.0,174.75
2.0,173.0
2.0,173.0
2.0,173.0
2.0,175.0
2.0,175.0
2.0,175.0
2.0,175.0
1.5,175.0
1.5,175.0
1.5,175.25
2.0,175.25
2.0,175.25
2.0,175.25
2.0,175.25
2.0,175.25
2.0,176.25
2.0,176.25
2.0,176.25
2.0,176.5
2.0,176.5
2.0,176.5
2.0,175.75
2.0,175.75
2.0,175.75
2.0,176.25
2.0,176.25
2.0,176.25
2.0,176.25
2.0,176.25
2.0,176.25
2.0,176.25
2.0,176.25
2.0,176.25
2.0,176.5
2.0,176.5
2.0,176.5
2.0,176.5
2.0,176.5
2.0,176.5
2.0,176.75
