toco,fhr
33.0,155.0
34.5,154.25
37.0,154.25
37.0,155.0
38.5,155.0
38.5,151.25
39.5,151.25
40.5,150.75
41.0,150.75
43.0,151.75
43.5,151.5
44.0,151.5
45.0,151.25
44.5,150.75
46.0,150.75
47.0,150.25
46.5,150.25
47.5,151.5
48.5,151.5
49.0,151.5
49.5,151.5
49.5,151.75
50.5,151.75
51.5,151.5
51.5,151.5
52.5,151.0
52.5,151.0
53.0,150.25
53.0,150.25
54.0,150.25
54.5,149.5
54.5,149.75
55.0,149.75
55.0,150.0
55.5,150.0
56.5,149.0
57.0,150.0
57.0,150.0
56.5,150.0
57.5,149.25
57.5,149.25
58.0,149.25
58.0,149.25
58.0,150.0
58.5,149.0
58.5,149.0
59.0,149.25
59.5,149.25
59.0,147.5
59.5,146.5
59.5,146.5
60.0,145.25
61.0,145.25
61.0,145.75
61.0,146.25
61.0,146.25
61.0,147.5
62.5,148.75
62.5,148.75
62.5,150.0
62.5,151.25
62.5,151.25
62.5,151.25
63.0,151.25
63.5,151.5
64.0,151.75
63.5,151.75
63.0,152.5
63.5,153.0
63.0,153.0
63.5,154.25
63.0,155.0
62.5,155.0
63.0,155.25
62.5,155.25
62.5,155.0
62.5,154.75
62.0,154.75
62.0,154.5
62.5,155.5
62.5,155.5
62.5,155.5
62.5,155.5
62.5,155.5
62.5,155.25
62.0,155.25
62.5,155.25
62.0,153.75
61.5,150.0
61.5,150.0
61.0,152.5
61.0,152.75
62.0,152.75
62.0,151.75
61.5,151.75
61.5,152.75
61.0,153.25
61.0,153.25
60.5,153.5
60.0,154.25
60.0,154.25
59.5,154.25
59.5,154.25
59.5,153.75
59.0,153.75
58.0,153.75
58.0,153.75
57.0,154.0
56.5,154.0
56.5,153.25
55.5,153.25
55.0,153.25
55.0,153.0
54.5,153.25
53.5,153.25
53.5,152.75
52.5,152.75
52.0,153.25
52.5,152.75
51.5,152.75
50.5,154.5
50.5,154.5
49.5,154.5
49.0,155.25
48.0,156.25
47.5,156.25
47.5,156.75
46.0,155.75
45.5,155.75
45.0,155.75
44.5,155.75
44.0,153.0
43.0,151.5
41.5,151.5
41.5,150.0
40.5,150.5
40.0,150.5
39.5,148.75
37.5,148.75
37.0,147.75
36.0,147.25
35.5,147.25
35.5,146.75
34.0,147.0
33.5,147.0
33.0,147.5
32.0,147.5
31.5,148.75
30.5,150.0
30.0,150.0
30.0,150.0
29.0,150.25
29.0,150.25
28.5,151.25
27.5,151.25
27.0,151.25
26.5,152.0
26.5,152.0
26.5,152.5
25.0,153.5
25.0,153.5
24.0,154.0
24.0,154.0
24.5,154.0
24.0,154.0
24.0,154.0
23.0,154.75
22.0,154.5
22.0,154.5
21.5,154.0
21.0,153.5
20.5,153.5
20.0,152.0
20.0,151.5
19.0,151.5
18.5,150.0
18.0,150.0
17.5,147.75
16.5,146.75
16.0,146.75
16.0,146.75
16.0,146.75
16.0,145.75
15.5,143.25
14.5,143.25
14.0,142.75
14.0,142.75
13.5,143.25
13.5,143.25
13.5,143.25
14.0,141.5
14.0,141.5
13.5,142.0
14.0,142.0
13.5,140.75
13.0,140.0
13.0,140.0
12.0,142.5
11.5,142.5
12.0,143.75
11.0,146.25
11.0,146.25
10.0,146.0
10.0,146.0
10.0,146.0
8.5,146.0
7.5,146.0
7.5,145.5
7.0,145.25
6.5,145.25
5.5,145.5
5.0,152.0
5.0,152.0
5.5,151.0
5.5,153.25
5.0,153.25
5.0,154.75
4.0,154.0
4.5,154.0
4.0,157.0
4.0,157.0
4.5,157.0
4.0,156.0
4.0,159.25
4.0,159.25
3.5,158.25
4.0,161.5
4.0,161.5
4.0,161.75
4.0,162.5
4.0,162.5
4.0,162.0
4.0,162.0
3.5,162.0
4.0,162.25
3.5,162.25
3.5,162.25
3.5,164.0
3.5,163.75
3.0,163.75
2.5,162.5
2.5,162.75
2.5,162.75
2.5,162.0
2.5,163.5
2.5,162.75
2.5,162.75
2.5,163.75
2.5,161.75
2.5,161.75
3.0,164.5
3.0,164.5
2.5,164.5
2.5,165.5
2.5,164.75
3.0,164.75
3.5,164.75
4.0,164.5
4.0,164.5
4.0,166.0
3.5,164.75
3.5,166.0
3.5,166.0
4.0,166.5
4.0,165.5
4.0,165.5
4.0,164.0
4.0,166.0
4.5,166.0
4.0,163.5
4.5,164.5
4.0,164.5
3.5,164.0
3.5,160.5
2.5,160.5
3.0,163.25
3.5,162.5
3.5,162.5
3.5,162.75
3.5,162.0
3.5,162.0
4.0,160.75
4.0,159.5
5.0,161.5
4.5,161.5
4.5,163.25
4.0,163.25
4.5,163.25
5.0,162.5
5.0,162.75
5.0,162.75
5.0,161.0
5.5,161.0
5.5,159.5
5.5,158.75
5.5,158.75
5.0,159.25
5.0,159.0
4.5,159.0
4.5,161.25
4.5,159.5
4.5,159.5
4.5,158.75
5.0,158.25
4.5,158.25
4.5,159.0
4.0,158.5
4.5,158.5
4.5,160.0
4.5,158.75
5.0,158.75
5.5,157.75
5.5,157.75
5.5,157.75
5.5,157.75
5.5,158.0
5.5,158.0
5.5,158.0
5.5,157.75
5.5,157.75
5.5,158.25
6.0,157.75
6.0,157.75
6.0,157.5
5.5,157.75
6.0,157.75
6.0,157.75
7.0,156.25
8.5,156.25
8.5,157.25
8.5,156.0
9.0,156.0
8.5,156.0
9.0,156.0
9.0,154.75
8.5,154.75
8.5,154.75
8.0,155.75
8.0,154.5
7.5,154.5
7.5,154.0
7.0,151.5
7.0,151.5
7.0,150.75
6.5,150.75
6.5,151.5
6.5,150.75
6.5,150.75
6.0,150.75
6.0,150.5
6.0,150.5
6.0,150.5
6.0,150.5
6.5,151.75
6.0,152.75
6.0,152.75
