toco,fhr
7.5,116.25
7.5,116.25
7.5,117.75
7.5,117.75
7.5,117.5
8.0,117.5
7.5,115.75
8.0,115.75
8.0,115.75
8.0,117.0
8.5,117.0
8.5,116.75
8.5,116.75
8.5,123.75
8.5,140.0
8.5,140.0
9.0,138.25
9.5,138.25
9.5,140.25
9.5,141.25
9.5,141.25
9.5,133.25
8.5,133.25
8.5,133.0
8.5,133.0
8.5,125.0
8.5,125.0
8.5,123.0
9.0,123.0
9.5,120.0
9.0,120.0
9.0,128.25
9.5,134.25
9.5,134.25
9.0,137.25
8.5,137.25
8.5,136.0
8.5,136.0
8.5,134.0
8.0,134.0
8.0,125.75
8.0,125.75
8.0,127.0
8.0,127.0
8.5,124.5
8.5,124.5
8.5,121.0
8.5,122.25
8.5,122.25
8.5,120.25
8.5,120.25
8.5,120.25
8.5,119.0
8.5,120.0
9.0,120.0
9.0,123.5
9.0,123.5
9.0,131.0
9.0,131.0
8.5,133.75
8.5,133.75
8.5,134.0
7.5,134.0
7.0,136.75
7.0,134.75
6.5,134.75
6.5,133.0
6.5,133.0
6.5,129.5
6.0,129.5
6.0,129.5
6.0,129.5
6.0,120.75
5.5,120.75
5.5,120.75
6.0,120.75
6.0,117.75
6.5,117.75
6.5,119.5
6.5,119.5
6.5,118.25
6.5,118.25
6.5,123.5
6.5,123.5
6.5,127.75
6.5,127.75
6.5,129.75
6.0,128.5
5.5,128.5
5.5,129.25
5.0,129.25
4.5,124.75
3.5,124.75
3.5,123.75
3.5,123.75
3.5,124.75
3.5,124.75
3.0,127.25
3.0,127.25
3.0,128.5
3.0,128.5
2.5,132.0
2.5,134.5
2.5,134.5
2.0,136.0
2.0,136.0
2.0,138.25
2.0,138.25
2.0,139.0
2.0,139.25
2.0,139.25
2.0,135.75
2.0,135.75
2.0,135.25
2.0,135.25
2.0,135.75
2.0,132.75
2.0,132.75
2.0,135.0
2.0,135.0
1.5,135.25
1.5,135.25
1.5,133.5
1.5,133.5
1.5,135.0
1.0,135.0
1.0,127.25
1.0,130.75
1.0,130.75
1.0,135.0
2.0,135.0
2.5,133.5
3.5,133.5
4.5,136.5
5.5,140.0
6.5,140.0
7.0,143.75
7.5,144.0
7.5,143.75
7.0,144.0
7.0,144.0
7.0,144.0
7.0,0.0
7.0,0.0
6.0,0.0
5.5,0.0
4.0,0.0
3.5,0.0
3.5,0.0
3.5,0.0
3.5,0.0
3.5,0.0
3.5,0.0
3.5,0.0
4.5,0.0
5.5,130.0
5.5,130.0
5.5,126.75
5.5,128.25
6.0,128.25
5.5,127.25
6.0,127.25
6.5,132.75
5.5,132.75
5.5,132.75
5.5,132.75
5.5,132.75
5.5,139.25
5.5,139.25
5.5,126.25
5.5,126.25
5.5,109.5
5.5,109.5
5.5,109.5
5.5,91.75
6.0,91.75
6.5,91.75
7.0,92.0
7.5,92.0
7.0,91.75
6.0,91.75
6.0,0.0
7.0,0.0
7.0,0.0
7.0,0.0
7.0,0.0
8.5,0.0
7.0,0.0
6.5,0.0
6.0,0.0
6.0,0.0
5.5,0.0
5.5,0.0
5.5,0.0
5.5,0.0
6.0,0.0
6.5,0.0
7.0,0.0
7.0,0.0
7.0,0.0
7.0,139.0
7.0,139.0
6.0,127.25
6.0,127.25
5.5,130.0
5.5,130.0
5.5,135.5
5.5,135.5
5.5,138.5
5.5,140.75
5.5,140.75
5.5,143.0
5.5,143.0
5.5,143.0
5.5,144.25
5.5,144.25
5.5,144.25
5.5,144.25
5.5,144.25
5.5,144.25
6.0,144.25
6.0,144.25
5.5,144.25
5.5,0.0
5.5,0.0
5.5,0.0
5.5,0.0
5.5,0.0
5.5,140.5
5.5,137.25
5.5,137.25
5.5,137.5
5.5,137.5
5.5,136.25
5.5,136.25
5.5,136.0
5.5,136.0
5.5,108.75
5.5,108.75
5.5,108.75
5.5,108.75
5.5,109.0
6.0,109.0
6.5,109.0
6.0,95.0
6.0,95.0
5.5,95.0
5.5,94.75
5.5,94.75
5.5,94.75
5.5,94.75
5.5,94.75
5.5,0.0
5.5,0.0
5.5,0.0
5.5,0.0
5.0,0.0
5.5,137.0
5.5,137.0
5.5,133.0
5.5,133.0
5.5,132.0
5.5,132.0
5.5,131.75
5.5,129.75
5.5,129.75
5.5,130.75
5.5,130.75
5.5,129.75
5.5,129.75
5.5,132.75
6.0,132.75
6.5,136.0
6.0,136.0
6.0,136.75
5.5,137.75
5.5,137.75
5.5,139.75
5.5,139.75
5.5,139.0
5.5,142.5
5.5,142.5
5.5,143.25
5.5,143.25
5.5,144.5
5.5,144.25
5.5,144.25
5.5,145.0
5.5,145.0
5.5,142.25
5.5,139.5
5.5,139.5
5.5,139.5
5.5,139.5
5.5,140.75
5.5,140.75
5.5,139.5
5.5,135.75
5.5,135.75
5.5,130.75
5.5,130.75
5.5,134.0
5.5,134.0
5.5,137.75
5.5,137.75
5.5,137.75
5.5,138.0
5.5,138.0
