toco,fhr
0.0,173.75
0.0,173.75
0.0,174.0
0.0,174.0
0.0,174.0
0.0,174.0
0.0,174.0
0.0,174.0
0.0,171.75
0.0,171.75
0.0,171.75
0.0,171.25
0.0,171.25
0.0,171.25
0.0,170.75
0.0,170.75
0.0,170.75
0.0,170.25
0.0,170.25
0.0,170.25
0.0,169.5
0.0,169.5
0.0,169.5
0.0,169.5
0.0,169.5
0.0,169.5
0.0,171.5
0.0,171.5
0.0,171.5
0.0,171.75
0.0,171.75
0.0,171.75
0.0,172.0
0.0,172.0
0.0,172.0
0.0,172.25
61.5,172.25
61.5,172.25
61.5,172.25
61.5,172.25
61.5,172.25
61.5,172.25
61.5,172.25
61.5,172.25
61.5,172.75
61.5,172.75
61.5,172.75
61.5,172.75
61.5,172.75
61.5,172.75
61.5,172.75
61.5,172.75
61.5,172.75
61.5,168.25
61.5,168.25
61.5,168.25
61.5,168.25
61.5,168.25
61.5,168.25
61.5,172.25
61.5,172.25
61.5,172.25
61.5,172.25
61.5,172.25
61.5,172.25
61.5,172.25
61.5,172.25
61.5,172.25
61.5,172.25
61.5,172.25
61.5,172.25
61.5,170.5
61.5,170.5
61.5,170.5
61.5,170.25
61.5,170.25
61.5,170.25
61.5,170.0
61.5,170.0
61.5,170.0
61.5,169.75
61.5,169.75
61.5,169.75
61.5,169.5
61.5,169.5
61.5,169.5
61.5,169.0
61.5,169.0
61.5,169.0
61.5,169.0
61.5,169.0
61.5,169.0
61.5,171.25
61.5,171.25
61.5,171.25
61.5,172.0
61.5,172.0
61.5,172.0
61.5,172.75
61.5,172.75
61.5,172.75
61.5,172.75
61.5,172.75
61.5,172.75
61.5,172.75
61.5,172.75
61.5,172.75
61.5,171.0
61.5,171.0
61.5,171.0
61.5,171.0
61.5,171.0
61.5,171.0
61.5,172.25
61.5,172.25
61.5,172.25
61.5,172.25
61.5,172.25
61.5,172.25
61.5,172.25
61.5,172.25
61.5,172.25
61.5,172.25
61.5,172.25
61.5,172.25
61.5,173.0
61.5,173.0
61.5,173.0
61.5,171.0
61.5,171.0
61.5,171.0
61.5,171.0
61.5,171.0
61.5,171.0
61.5,171.75
61.5,171.75
61.5,171.75
61.5,170.75
61.5,170.75
61.5,170.75
61.5,170.5
61.5,170.5
61.5,170.5
61.5,171.25
61.5,171.25
61.5,171.25
61.5,169.25
61.5,169.25
61.5,169.25
61.5,171.0
59.0,171.0
59.0,171.0
59.0,171.5
60.0,171.5
60.0,171.5
60.0,172.0
59.0,172.0
59.0,172.0
