toco,fhr
20.0,156.5
20.0,151.75
20.0,158.5
20.0,158.5
20.0,153.5
20.0,155.5
20.0,155.5
20.0,156.25
20.0,156.0
20.5,156.0
20.0,156.25
29.5,156.25
19.5,156.25
22.0,155.75
21.5,155.75
22.0,156.5
22.5,156.5
23.0,156.5
23.0,156.0
23.0,156.25
22.5,156.25
22.0,156.75
21.5,155.5
21.5,155.5
21.5,156.25
21.5,157.25
21.5,157.25
21.5,157.0
21.5,157.25
21.5,157.25
21.5,157.5
21.5,157.75
21.5,157.75
21.5,157.25
21.5,157.25
21.5,157.25
21.5,158.0
21.0,158.0
21.0,158.0
21.0,158.25
21.0,158.25
21.0,158.25
21.0,158.5
21.0,158.5
21.0,159.0
21.0,158.75
21.0,158.75
21.0,157.75
21.0,158.0
21.0,158.0
21.5,159.0
21.0,159.0
21.0,159.0
21.0,161.5
21.0,159.25
21.0,159.25
21.0,159.25
21.0,159.5
21.0,159.5
21.0,159.25
21.0,158.75
21.0,158.75
21.0,158.0
21.0,158.25
21.0,158.25
21.0,157.75
21.0,157.75
21.0,157.75
21.0,157.75
21.0,157.5
21.0,157.5
21.0,157.75
21.0,157.25
21.0,157.25
21.0,156.75
21.0,157.5
21.0,157.5
21.0,157.5
21.0,158.25
21.0,158.25
21.0,158.75
21.0,158.75
21.0,158.75
21.0,159.0
21.0,160.0
21.0,160.0
21.0,160.0
21.0,160.75
21.0,160.75
21.0,161.0
21.0,161.0
21.0,161.0
21.0,160.5
21.0,161.75
21.0,161.75
21.0,162.75
21.0,162.25
21.0,162.25
21.0,164.5
21.0,164.0
21.0,164.25
21.0,164.25
21.0,165.5
21.0,164.5
21.0,164.5
21.0,163.75
21.0,164.5
21.0,164.5
21.0,165.0
21.0,166.25
21.0,166.25
21.0,165.0
21.0,164.25
21.0,164.25
21.0,163.75
21.0,162.0
21.0,162.0
21.0,162.0
21.0,160.5
21.0,160.5
21.0,160.75
21.0,160.25
21.0,160.25
21.0,159.25
21.0,159.5
21.0,159.5
21.0,158.75
21.0,160.25
21.0,160.25
21.0,160.25
21.0,159.25
21.0,159.25
21.5,159.25
20.5,159.0
23.0,159.0
21.5,159.25
22.0,159.5
21.5,159.5
46.5,159.5
22.0,159.25
23.5,159.25
23.0,158.5
24.5,157.25
25.5,157.25
29.0,156.25
62.5,155.5
110.5,155.5
85.5,156.5
95.5,156.5
33.5,156.5
47.0,157.25
49.0,158.25
53.5,158.25
54.5,158.25
54.5,158.5
51.5,158.5
55.5,159.0
48.0,159.25
42.5,159.25
56.5,160.25
61.5,162.75
44.0,162.75
32.0,160.25
52.0,159.5
36.0,159.5
55.0,160.0
73.0,159.5
69.5,159.5
99.0,160.0
96.0,160.0
96.5,160.0
78.0,160.25
105.5,160.25
106.0,160.25
115.0,160.25
120.5,160.25
124.5,160.25
127.0,159.5
127.0,158.25
127.0,158.25
127.0,157.75
127.0,157.75
127.0,157.25
127.0,157.25
127.0,157.25
127.0,157.75
127.0,157.75
127.0,157.75
127.0,157.75
127.0,157.5
127.0,157.5
127.0,157.75
127.0,157.75
127.0,157.75
127.0,158.25
127.0,158.25
127.0,158.25
127.0,158.5
20.0,158.75
20.0,158.75
15.5,158.75
15.5,159.0
17.5,159.0
16.5,159.25
17.0,159.0
15.5,159.0
15.5,159.25
13.0,160.5
14.0,160.5
13.5,160.25
14.0,160.25
13.5,160.25
14.5,160.0
13.0,160.0
14.0,160.0
14.5,160.25
14.5,159.25
14.0,159.25
13.0,158.75
11.5,158.0
