toco,fhr
2.5,170.0
3.0,170.0
3.0,171.0
3.0,172.25
3.0,172.25
3.0,172.0
3.0,172.5
3.0,173.25
3.5,173.25
3.5,173.5
3.5,173.5
3.5,173.25
4.0,173.25
4.0,172.75
4.0,172.25
4.0,172.25
4.0,171.5
4.0,170.75
4.0,170.75
4.5,169.75
4.5,168.5
5.0,167.75
5.0,167.75
5.0,167.0
5.0,166.5
5.0,166.5
5.0,166.5
5.0,166.5
5.0,166.75
5.0,167.0
5.5,167.0
5.5,166.75
5.5,167.0
6.0,167.0
5.5,167.75
6.0,168.5
6.0,168.5
5.5,168.5
6.0,169.75
6.5,170.5
6.5,172.75
6.5,172.75
6.5,175.0
6.5,176.0
6.5,176.0
6.5,175.5
6.5,174.0
7.0,172.5
7.5,172.5
7.5,172.0
7.5,171.5
7.5,171.5
7.5,171.25
7.5,171.0
7.5,171.0
7.5,171.0
8.0,171.0
8.0,171.25
8.0,171.25
8.5,171.5
8.5,171.0
8.5,170.0
8.5,170.0
8.5,169.5
8.5,169.0
8.5,169.0
9.0,167.75
8.5,166.25
8.5,166.25
8.5,165.0
9.0,164.25
9.0,164.25
9.0,163.75
9.0,163.5
9.0,163.5
9.0,162.5
9.0,161.75
9.0,161.75
9.0,161.25
9.0,160.75
9.0,160.75
9.0,160.25
9.0,159.5
9.0,159.5
9.0,159.5
9.0,159.0
9.0,159.0
9.0,159.0
9.0,158.5
9.0,158.5
9.0,159.25
9.0,158.75
9.0,158.75
9.0,157.5
9.0,157.75
9.0,157.75
9.0,157.25
9.0,157.0
9.0,157.0
9.0,156.75
9.0,157.25
9.0,157.25
9.0,158.25
9.0,158.25
9.0,158.25
9.0,158.0
9.0,158.25
9.0,158.25
9.0,158.5
9.0,161.5
9.0,161.5
9.0,162.25
9.0,164.25
8.5,164.25
8.5,164.25
8.0,164.5
8.0,164.5
8.5,166.0
8.5,168.0
8.0,169.75
8.5,169.75
8.5,171.5
8.0,172.75
8.0,172.75
8.0,172.75
8.0,173.5
8.0,173.5
8.0,173.5
8.0,172.5
8.0,172.75
8.0,172.75
8.0,175.0
8.0,172.25
8.0,172.25
8.0,172.0
7.5,172.25
7.5,172.0
7.5,171.5
7.5,171.5
7.5,171.5
7.5,170.75
7.0,170.75
7.0,169.5
7.0,170.0
7.0,170.75
7.0,170.75
7.0,169.5
7.0,168.0
7.0,168.0
7.0,168.25
7.0,169.25
7.0,169.25
6.5,169.75
6.5,169.75
6.5,169.75
6.0,170.5
5.5,170.0
5.0,170.0
5.0,169.75
5.0,169.75
5.0,170.75
5.0,169.75
5.0,169.75
4.5,172.75
5.0,173.5
5.0,172.5
5.0,172.5
5.0,173.75
5.0,174.5
5.0,174.5
5.0,174.0
5.5,173.5
6.0,176.25
5.5,176.25
5.5,176.75
5.0,176.75
5.0,177.0
5.0,177.0
5.0,176.75
5.0,175.5
5.0,175.5
5.0,176.75
5.0,176.25
5.0,176.25
5.0,175.0
5.0,174.0
5.0,174.0
5.0,173.75
5.0,173.5
5.0,174.0
5.0,174.0
4.5,175.0
5.0,174.75
5.0,174.75
4.5,175.0
4.5,175.5
4.5,175.5
4.5,175.5
4.5,175.0
4.5,174.5
4.5,174.0
4.0,174.0
4.0,174.5
4.0,174.75
4.0,174.75
4.0,174.75
4.0,174.75
4.0,175.5
4.0,175.5
4.0,175.5
4.0,175.5
4.0,176.0
4.0,176.0
4.0,175.75
