toco,fhr
18.5,120.25
18.5,120.25
18.5,119.75
19.5,119.75
19.5,119.75
19.5,122.0
23.0,122.0
23.0,122.0
23.0,126.0
23.5,126.0
23.5,126.0
23.5,126.5
24.5,126.5
24.5,126.5
24.5,126.5
21.5,126.5
21.5,126.5
21.5,124.25
24.5,124.25
24.5,124.25
24.5,121.75
27.5,121.75
27.5,121.75
27.5,120.0
25.5,120.0
25.5,120.0
25.5,121.25
25.0,121.25
25.0,121.25
25.0,120.5
21.5,120.5
21.5,120.5
21.5,120.75
20.0,120.75
20.0,120.75
20.0,123.0
22.5,123.0
22.5,123.0
22.5,123.0
23.0,123.0
23.0,123.0
23.0,125.25
23.5,125.25
23.5,125.25
23.5,122.75
22.5,122.75
22.5,122.75
22.5,122.25
20.5,122.25
20.5,122.25
20.5,122.75
20.0,122.75
20.0,122.75
20.0,123.0
19.0,123.0
19.0,123.0
19.0,120.75
20.5,120.75
20.5,120.75
20.5,120.25
21.5,120.25
21.5,120.25
21.5,120.75
21.5,120.75
21.5,120.75
21.5,123.25
21.5,123.25
21.5,123.25
21.5,123.5
20.0,123.5
20.0,123.5
20.0,121.5
19.0,121.5
19.0,121.5
19.0,121.5
18.0,121.5
18.0,121.5
18.0,123.5
20.0,123.5
20.0,123.5
20.0,125.5
19.0,125.5
19.0,125.5
19.0,125.5
19.0,125.5
19.0,125.5
19.0,125.5
18.0,125.5
18.0,125.5
18.0,121.75
20.5,121.75
20.5,121.75
20.5,121.0
19.0,121.0
19.0,121.0
19.0,120.0
18.5,120.0
18.5,120.0
18.5,120.5
20.0,120.5
20.0,120.5
20.0,120.75
22.5,120.75
22.5,120.75
22.5,119.5
23.0,119.5
23.0,119.5
23.0,121.75
21.5,121.75
21.5,121.75
21.5,120.25
19.0,120.25
19.0,120.25
19.0,121.75
25.0,121.75
25.0,121.75
25.0,121.75
22.5,121.75
22.5,121.75
22.5,121.75
24.0,121.75
24.0,121.75
24.0,122.0
23.0,122.0
23.0,122.0
23.0,124.75
20.5,124.75
20.5,124.75
20.5,126.5
19.0,126.5
19.0,126.5
19.0,126.5
17.0,126.5
17.0,126.5
17.0,126.5
15.0,126.5
15.0,126.5
15.0,124.25
16.0,124.25
16.0,124.25
16.0,124.25
19.0,124.25
19.0,124.25
19.0,126.5
20.5,126.5
20.5,126.5
20.5,127.0
21.5,127.0
21.5,127.0
21.5,127.0
21.5,127.0
21.5,127.0
21.5,127.0
22.5,127.0
22.5,127.0
22.5,124.5
19.0,124.5
19.0,124.5
19.0,122.5
17.0,122.5
17.0,122.5
17.0,122.25
17.0,122.25
17.0,122.25
17.0,122.5
16.5,122.5
16.5,122.5
16.5,123.0
15.5,123.0
15.5,123.0
15.5,124.0
13.5,124.0
13.5,124.0
13.5,125.25
13.0,125.25
13.0,125.25
13.0,125.25
12.0,125.25
12.0,125.25
12.0,126.25
10.5,126.25
10.5,126.25
10.5,126.5
15.5,126.5
15.5,126.5
15.5,126.5
14.5,126.5
14.5,126.5
14.5,119.75
15.5,119.75
15.5,119.75
15.5,120.75
14.0,120.75
14.0,120.75
14.0,122.0
13.0,122.0
13.0,122.0
13.0,120.0
14.0,120.0
14.0,120.0
14.0,121.5
12.0,121.5
12.0,121.5
12.0,122.5
13.0,122.5
13.0,122.5
13.0,124.25
16.5,124.25
16.5,124.25
16.5,126.5
18.0,126.5
18.0,126.5
18.0,127.5
18.0,127.5
18.0,127.5
18.0,127.5
16.5,127.5
16.5,127.5
16.5,125.0
16.0,125.0
16.0,125.0
16.0,123.5
15.0,123.5
15.0,123.5
15.0,124.75
13.5,124.75
13.5,124.75
13.5,125.0
15.5,125.0
15.5,125.0
15.5,128.25
16.0,128.25
16.0,128.25
16.0,129.25
13.5,129.25
13.5,129.25
13.5,129.75
13.0,129.75
13.0,129.75
13.0,128.25
11.5,128.25
11.5,128.25
11.5,126.5
12.5,126.5
12.5,126.5
12.5,126.25
13.5,126.25
13.5,126.25
13.5,128.5
14.5,128.5
14.5,128.5
14.5,129.25
14.5,129.25
14.5,129.25
14.5,129.25
15.5,129.25
15.5,129.25
15.5,129.5
14.5,129.5
14.5,129.5
14.5,129.0
15.5,129.0
15.5,129.0
15.5,129.5
17.0,129.5
17.0,129.5
17.0,129.75
17.5,129.75
17.5,129.75
17.5,124.25
17.5,124.25
17.5,124.25
17.5,124.25
17.5,124.25
17.5,124.25
17.5,123.5
15.5,123.5
15.5,123.5
15.5,124.0
14.0,124.0
14.0,124.0
14.0,125.0
17.0,125.0
17.0,125.0
17.0,125.0
17.0,125.0
17.0,125.0
17.0,122.25
17.0,122.25
17.0,122.25
17.0,121.5
16.5,121.5
16.5,121.5
16.5,123.25
15.0,123.25
15.0,123.25
15.0,124.0
14.0,124.0
14.0,124.0
14.0,124.5
16.5,124.5
16.5,124.5
16.5,123.75
18.0,123.75
18.0,123.75
18.0,124.0
19.5,124.0
19.5,124.0
19.5,127.0
20.5,127.0
20.5,127.0
20.5,127.25
19.5,127.25
19.5,127.25
19.5,127.75
20.0,127.75
20.0,127.75
20.0,128.25
21.5,128.25
21.5,128.25
21.5,127.75
19.0,127.75
19.0,127.75
19.0,127.75
20.5,127.75
20.5,127.75
20.5,123.0
19.0,123.0
19.0,123.0
19.0,123.0
16.5,123.0
16.5,123.0
16.5,121.25
15.5,121.25
15.5,121.25
15.5,121.75
14.0,121.75
14.0,121.75
14.0,121.75
12.5,121.75
12.5,121.75
12.5,121.75
11.5,121.75
11.5,121.75
11.5,121.25
14.5,121.25
14.5,121.25
14.5,120.75
17.0,120.75
17.0,120.75
17.0,120.25
18.0,120.25
18.0,120.25
18.0,121.0
18.0,121.0
18.0,121.0
18.0,123.5
17.5,123.5
17.5,123.5
17.5,122.0
16.0,122.0
16.0,122.0
16.0,126.75
17.5,126.75
17.5,126.75
17.5,126.75
18.5,126.75
18.5,126.75
18.5,126.75
20.0,126.75
20.0,126.75
20.0,127.0
17.5,127.0
17.5,127.0
17.5,127.0
17.0,127.0
17.0,127.0
17.0,123.5
18.0,123.5
18.0,123.5
18.0,122.5
19.0,122.5
19.0,122.5
19.0,122.0
17.5,122.0
17.5,122.0
17.5,121.25
17.0,121.25
17.0,121.25
17.0,120.25
16.5,120.25
16.5,120.25
16.5,120.0
14.5,120.0
14.5,120.0
14.5,120.0
13.0,120.0
13.0,120.0
13.0,124.25
12.5,124.25
12.5,124.25
12.5,121.75
17.0,121.75
17.0,121.75
17.0,121.75
14.0,121.75
14.0,121.75
14.0,123.0
18.0,123.0
18.0,123.0
18.0,123.0
18.0,123.0
18.0,123.0
18.0,123.0
16.5,123.0
16.5,123.0
16.5,118.0
17.0,118.0
17.0,118.0
17.0,121.25
13.5,121.25
13.5,121.25
13.5,122.75
14.5,122.75
14.5,122.75
14.5,123.5
13.0,123.5
13.0,123.5
13.0,123.5
12.5,123.5
12.5,123.5
12.5,123.5
10.0,123.5
10.0,123.5
10.0,115.5
11.5,115.5
11.5,115.5
11.5,119.0
13.0,119.0
13.0,119.0
13.0,117.0
13.0,117.0
13.0,117.0
13.0,118.75
13.0,118.75
13.0,118.75
13.0,119.5
13.0,119.5
13.0,119.5
13.0,119.75
10.0,119.75
10.0,119.75
10.0,118.75
11.5,118.75
11.5,118.75
11.5,119.75
13.0,119.75
13.0,119.75
13.0,117.0
13.0,117.0
13.0,117.0
13.0,116.5
13.0,116.5
13.0,116.5
13.0,116.25
12.5,116.25
12.5,116.25
12.5,118.5
11.0,118.5
11.0,118.5
11.0,119.5
9.5,119.5
9.5,119.5
9.5,121.25
8.5,121.25
8.5,121.25
8.5,122.0
7.5,122.0
7.5,122.0
7.5,123.5
6.5,123.5
6.5,123.5
6.5,124.0
7.5,124.0
7.5,124.0
7.5,124.0
10.0,124.0
10.0,124.0
10.0,124.0
12.0,124.0
12.0,124.0
12.0,121.0
12.0,121.0
12.0,121.0
12.0,120.25
7.5,120.25
7.5,120.25
7.5,119.75
6.0,119.75
6.0,119.75
6.0,119.0
4.0,119.0
4.0,119.0
4.0,118.5
5.5,118.5
5.5,118.5
5.5,121.0
10.0,121.0
10.0,121.0
10.0,122.25
11.0,122.25
11.0,122.25
11.0,123.75
13.5,123.75
13.5,123.75
13.5,124.25
14.5,124.25
14.5,124.25
14.5,124.25
15.5,124.25
15.5,124.25
15.5,124.25
17.0,124.25
17.0,124.25
17.0,119.75
17.5,119.75
17.5,119.75
17.5,119.5
18.0,119.5
18.0,119.5
18.0,126.25
19.0,126.25
19.0,126.25
19.0,126.5
19.0,126.5
19.0,126.5
19.0,124.0
17.0,124.0
17.0,124.0
17.0,125.25
16.5,125.25
16.5,125.25
16.5,125.25
15.5,125.25
15.5,125.25
15.5,123.0
16.5,123.0
16.5,123.0
16.5,122.5
17.5,122.5
17.5,122.5
17.5,126.75
17.5,126.75
17.5,126.75
17.5,127.75
17.5,127.75
17.5,127.75
17.5,127.75
15.5,127.75
15.5,127.75
15.5,127.75
15.0,127.75
15.0,127.75
15.0,125.75
16.0,125.75
16.0,125.75
16.0,125.25
17.0,125.25
17.0,125.25
17.0,124.5
16.5,124.5
16.5,124.5
16.5,124.25
17.0,124.25
17.0,124.25
17.0,123.75
17.0,123.75
17.0,123.75
17.0,123.25
15.0,123.25
15.0,123.25
15.0,123.0
13.5,123.0
13.5,123.0
13.5,125.5
14.5,125.5
14.5,125.5
14.5,126.75
16.5,126.75
16.5,126.75
16.5,119.0
15.5,119.0
15.5,119.0
15.5,117.75
16.5,117.75
16.5,117.75
16.5,118.0
16.5,118.0
16.5,118.0
16.5,118.5
15.0,118.5
15.0,118.5
15.0,119.25
13.5,119.25
13.5,119.25
13.5,121.25
14.5,121.25
14.5,121.25
14.5,124.5
15.5,124.5
15.5,124.5
15.5,123.25
16.0,123.25
16.0,123.25
16.0,122.25
16.5,122.25
16.5,122.25
16.5,123.75
13.5,123.75
13.5,123.75
13.5,125.75
12.5,125.75
12.5,125.75
12.5,125.75
11.0,125.75
11.0,125.75
11.0,125.75
12.0,125.75
12.0,125.75
12.0,121.0
13.5,121.0
13.5,121.0
13.5,121.0
13.0,121.0
13.0,121.0
13.0,123.5
13.5,123.5
13.5,123.5
13.5,124.0
14.0,124.0
14.0,124.0
14.0,124.75
11.5,124.75
11.5,124.75
11.5,124.75
11.0,124.75
11.0,124.75
11.0,126.0
10.0,126.0
10.0,126.0
10.0,121.25
13.5,121.25
13.5,121.25
13.5,120.0
12.5,120.0
12.5,120.0
12.5,120.0
13.0,120.0
13.0,120.0
13.0,124.0
13.0,124.0
13.0,124.0
13.0,122.0
14.5,122.0
14.5,122.0
14.5,123.5
13.5,123.5
13.5,123.5
13.5,120.25
13.5,120.25
13.5,120.25
13.5,120.0
12.5,120.0
12.5,120.0
12.5,122.75
12.0,122.75
12.0,122.75
12.0,121.5
11.0,121.5
11.0,121.5
11.0,120.5
10.5,120.5
10.5,120.5
10.5,120.0
14.0,120.0
14.0,120.0
14.0,119.75
14.0,119.75
14.0,119.75
14.0,119.5
15.0,119.5
15.0,119.5
15.0,119.0
15.5,119.0
15.5,119.0
15.5,120.75
20.0,120.75
20.0,120.75
20.0,122.0
20.5,122.0
20.5,122.0
20.5,123.5
21.5,123.5
21.5,123.5
21.5,124.25
21.5,124.25
21.5,124.25
21.5,124.75
21.0,124.75
21.0,124.75
21.0,125.0
20.0,125.0
20.0,125.0
20.0,125.25
19.0,125.25
19.0,125.25
19.0,120.5
18.5,120.5
18.5,120.5
18.5,120.5
19.5,120.5
19.5,120.5
19.5,123.5
18.0,123.5
18.0,123.5
18.0,123.5
17.0,123.5
17.0,123.5
17.0,123.5
17.5,123.5
17.5,123.5
17.5,124.5
18.0,124.5
18.0,124.5
18.0,125.0
19.0,125.0
19.0,125.0
19.0,125.5
20.5,125.5
20.5,125.5
20.5,125.5
21.5,125.5
21.5,125.5
21.5,125.5
21.5,125.5
21.5,125.5
21.5,122.25
21.5,122.25
21.5,122.25
21.5,124.0
22.0,124.0
22.0,124.0
22.0,125.0
22.0,125.0
22.0,125.0
22.0,125.0
22.0,125.0
22.0,125.0
22.0,124.25
14.5,124.25
14.5,124.25
14.5,125.5
14.0,125.5
14.0,125.5
14.0,126.25
13.0,126.25
13.0,126.25
13.0,124.0
15.5,124.0
15.5,124.0
15.5,125.0
12.0,125.0
12.0,125.0
12.0,122.25
14.5,122.25
14.5,122.25
14.5,123.75
15.0,123.75
15.0,123.75
15.0,125.75
10.0,125.75
10.0,125.75
10.0,127.25
10.0,127.25
10.0,127.25
10.0,127.75
15.5,127.75
15.5,127.75
15.5,128.75
12.5,128.75
12.5,128.75
12.5,126.5
14.0,126.5
14.0,126.5
14.0,125.5
14.5,125.5
14.5,125.5
14.5,123.75
13.0,123.75
13.0,123.75
13.0,122.0
14.0,122.0
14.0,122.0
14.0,121.5
14.0,121.5
14.0,121.5
14.0,122.25
14.0,122.25
14.0,122.25
14.0,124.75
11.0,124.75
11.0,124.75
11.0,125.75
10.0,125.75
10.0,125.75
10.0,125.75
10.0,125.75
10.0,125.75
10.0,123.5
7.5,123.5
7.5,123.5
7.5,124.5
9.5,124.5
9.5,124.5
9.5,125.25
12.0,125.25
12.0,125.25
