toco,fhr
51.5,161.5
51.5,161.5
51.5,161.5
46.5,161.5
46.5,161.5
46.5,161.75
50.0,161.75
50.0,161.75
50.0,161.75
52.0,161.75
52.0,161.75
52.0,161.0
47.0,161.0
47.0,161.0
47.0,161.5
47.0,161.5
47.0,161.5
47.0,161.0
44.5,161.0
44.5,161.0
44.5,161.5
46.5,161.5
46.5,161.5
46.5,162.5
48.5,162.5
48.5,162.5
48.5,162.5
43.5,162.5
43.5,162.5
43.5,161.75
43.5,161.75
43.5,161.75
43.5,163.75
42.5,163.75
42.5,163.75
42.5,160.5
40.5,160.5
40.5,160.5
40.5,163.0
46.0,163.0
46.0,163.0
46.0,163.25
53.0,163.25
53.0,163.25
53.0,163.25
51.0,163.25
51.0,163.25
51.0,164.0
47.0,164.0
47.0,164.0
47.0,165.0
43.5,165.0
43.5,165.0
43.5,162.25
40.0,162.25
40.0,162.25
40.0,162.25
35.5,162.25
35.5,162.25
35.5,161.25
33.5,161.25
33.5,161.25
33.5,161.25
33.0,161.25
33.0,161.25
33.0,162.75
33.0,162.75
33.0,162.75
33.0,163.25
32.5,163.25
32.5,163.25
32.5,163.5
35.0,163.5
35.0,163.5
35.0,163.5
35.0,163.5
35.0,163.5
35.0,161.0
29.5,161.0
29.5,161.0
29.5,161.75
28.0,161.75
28.0,161.75
28.0,160.5
27.0,160.5
27.0,160.5
27.0,161.75
31.5,161.75
31.5,161.75
31.5,163.25
31.5,163.25
31.5,163.25
31.5,161.75
29.0,161.75
29.0,161.75
29.0,163.25
27.0,163.25
27.0,163.25
27.0,163.75
26.0,163.75
26.0,163.75
26.0,162.75
25.0,162.75
25.0,162.75
25.0,161.5
28.0,161.5
28.0,161.5
28.0,162.75
32.0,162.75
32.0,162.75
32.0,164.0
33.0,164.0
33.0,164.0
33.0,163.25
32.0,163.25
32.0,163.25
32.0,163.75
32.0,163.75
32.0,163.75
32.0,164.25
32.0,164.25
32.0,164.25
32.0,164.5
33.5,164.5
33.5,164.5
33.5,165.5
