toco,fhr
3.0,121.0
3.0,121.0
3.0,123.75
3.5,123.75
3.5,123.75
3.5,125.25
3.5,125.25
3.5,125.25
3.5,131.25
2.5,131.25
2.5,131.25
2.5,133.75
4.5,133.75
4.5,133.75
4.5,134.25
5.0,134.25
5.0,134.25
5.0,134.25
6.0,134.25
6.0,134.25
6.0,130.0
0.0,130.0
0.0,130.0
0.0,129.75
0.0,129.75
0.0,129.75
0.0,130.5
0.5,130.5
0.5,130.5
0.5,132.25
0.5,132.25
0.5,132.25
0.5,135.75
1.0,135.75
1.0,135.75
1.0,140.5
3.0,140.5
3.0,140.5
3.0,142.0
0.0,142.0
0.0,142.0
0.0,136.5
0.0,136.5
0.0,136.5
0.0,132.5
0.0,132.5
0.0,132.5
0.0,132.75
0.0,132.75
0.0,132.75
0.0,129.75
0.0,129.75
0.0,129.75
0.0,130.0
0.0,130.0
0.0,130.0
0.0,131.5
0.0,131.5
0.0,131.5
0.0,135.5
0.5,135.5
0.5,135.5
0.5,136.25
1.0,136.25
1.0,136.25
1.0,139.75
0.0,139.75
0.0,139.75
0.0,140.75
0.0,140.75
0.0,140.75
0.0,142.0
0.0,142.0
0.0,142.0
0.0,142.0
0.0,142.0
0.0,142.0
0.0,139.5
0.0,139.5
0.0,139.5
0.0,140.0
0.0,140.0
0.0,140.0
0.0,140.0
0.0,140.0
0.0,140.0
0.0,141.25
0.5,141.25
0.5,141.25
0.5,141.25
0.0,141.25
0.0,141.25
0.0,135.0
0.0,135.0
0.0,135.0
0.0,133.25
0.0,133.25
0.0,133.25
0.0,131.75
0.5,131.75
0.5,131.75
0.5,130.0
3.0,130.0
3.0,130.0
3.0,131.5
0.0,131.5
0.0,131.5
0.0,131.5
0.0,131.5
0.0,131.5
0.0,138.0
0.0,138.0
0.0,138.0
0.0,140.5
0.0,140.5
0.0,140.5
0.0,142.75
0.0,142.75
0.0,142.75
0.0,145.75
0.0,145.75
0.0,145.75
0.0,145.75
0.0,145.75
0.0,145.75
0.0,145.75
0.0,145.75
0.0,145.75
0.0,145.75
0.0,145.75
0.0,145.75
0.0,139.0
0.0,139.0
0.0,139.0
0.0,134.25
0.0,134.25
0.0,134.25
0.0,132.0
0.0,132.0
0.0,132.0
0.0,131.5
0.0,131.5
0.0,131.5
0.0,135.0
0.0,135.0
0.0,135.0
0.0,135.0
0.0,135.0
0.0,135.0
0.0,137.0
0.0,137.0
0.0,137.0
0.0,138.25
0.0,138.25
0.0,138.25
0.0,138.75
0.0,138.75
0.0,138.75
0.0,141.0
0.0,141.0
0.0,141.0
0.0,141.25
0.0,141.25
0.0,141.25
0.0,142.5
0.0,142.5
0.0,142.5
0.0,143.25
0.0,143.25
0.0,143.25
0.0,144.5
0.0,144.5
0.0,144.5
0.0,145.5
0.0,145.5
0.0,145.5
0.0,146.25
0.0,146.25
0.0,146.25
0.0,146.25
0.0,146.25
0.0,146.25
0.0,146.5
0.0,146.5
0.0,146.5
0.0,146.5
0.0,146.5
0.0,146.5
0.0,146.75
0.0,146.75
0.0,146.75
0.0,143.75
0.0,143.75
0.0,143.75
0.0,143.0
0.0,143.0
0.0,143.0
0.0,141.75
0.0,141.75
0.0,141.75
0.0,137.75
0.0,137.75
0.0,137.75
0.0,136.75
0.0,136.75
0.0,136.75
0.0,137.75
0.0,137.75
0.0,137.75
0.0,140.75
0.0,140.75
0.0,140.75
0.0,141.25
0.0,141.25
0.0,141.25
0.0,143.75
0.0,143.75
0.0,143.75
0.0,145.0
0.0,145.0
0.0,145.0
0.0,145.0
0.0,145.0
0.0,145.0
0.0,142.75
0.0,142.75
0.0,142.75
0.0,142.75
0.0,142.75
0.0,142.75
0.0,141.0
0.0,141.0
0.0,141.0
0.0,139.75
0.0,139.75
0.0,139.75
0.0,138.5
0.0,138.5
0.0,138.5
0.0,138.25
0.0,138.25
0.0,138.25
0.0,139.5
3.5,139.5
3.5,139.5
3.5,142.25
0.0,142.25
0.0,142.25
0.0,144.5
0.0,144.5
0.0,144.5
0.0,148.5
14.5,148.5
14.5,148.5
14.5,150.0
10.0,150.0
10.0,150.0
10.0,153.75
0.0,153.75
0.0,153.75
0.0,155.25
0.0,155.25
0.0,155.25
0.0,158.75
0.0,158.75
0.0,158.75
0.0,160.5
0.0,160.5
0.0,160.5
0.0,162.0
0.0,162.0
0.0,162.0
0.0,162.25
0.0,162.25
0.0,162.25
0.0,157.75
0.0,157.75
0.0,157.75
0.0,155.75
0.0,155.75
0.0,155.75
0.0,151.75
0.0,151.75
0.0,151.75
0.0,148.25
0.0,148.25
0.0,148.25
0.0,146.25
0.0,146.25
0.0,146.25
0.0,145.0
0.0,145.0
0.0,145.0
0.0,144.75
0.0,144.75
0.0,144.75
0.0,147.0
0.0,147.0
0.0,147.0
0.0,148.25
0.0,148.25
0.0,148.25
0.0,148.5
0.0,148.5
0.0,148.5
0.0,144.25
0.0,144.25
0.0,144.25
0.0,140.75
0.0,140.75
0.0,140.75
0.0,138.25
0.0,138.25
0.0,138.25
0.0,138.0
0.0,138.0
0.0,138.0
0.0,139.25
0.0,139.25
0.0,139.25
0.0,141.25
0.0,141.25
0.0,141.25
0.0,141.5
0.0,141.5
0.0,141.5
0.0,143.0
0.0,143.0
0.0,143.0
0.0,144.25
0.0,144.25
0.0,144.25
0.0,145.75
0.0,145.75
0.0,145.75
0.0,145.75
0.0,145.75
0.0,145.75
0.0,144.25
0.0,144.25
0.0,144.25
0.0,145.75
0.0,145.75
0.0,145.75
0.0,146.0
0.0,146.0
0.0,146.0
0.0,145.25
0.0,145.25
0.0,145.25
0.0,144.75
0.0,144.75
0.0,144.75
0.0,144.5
0.0,144.5
0.0,144.5
0.0,143.5
0.0,143.5
0.0,143.5
0.0,145.5
0.0,145.5
0.0,145.5
0.0,147.0
0.0,147.0
0.0,147.0
0.0,147.75
0.0,147.75
0.0,147.75
0.0,148.25
0.0,148.25
0.0,148.25
0.0,147.0
0.0,147.0
0.0,147.0
0.0,146.75
0.0,146.75
0.0,146.75
0.0,148.5
1.0,148.5
1.0,148.5
1.0,148.5
0.5,148.5
0.5,148.5
0.5,146.5
0.5,146.5
0.5,146.5
0.5,147.75
0.0,147.75
0.0,147.75
0.0,148.75
0.5,148.75
0.5,148.75
0.5,149.0
1.0,149.0
1.0,149.0
1.0,149.0
1.5,149.0
1.5,149.0
1.5,148.0
1.5,148.0
1.5,148.0
1.5,149.25
2.5,149.25
2.5,149.25
2.5,150.5
2.5,150.5
2.5,150.5
2.5,149.75
5.0,149.75
5.0,149.75
5.0,149.75
3.5,149.75
3.5,149.75
3.5,149.0
4.0,149.0
4.0,149.0
4.0,149.25
5.5,149.25
5.5,149.25
5.5,146.25
8.5,146.25
8.5,146.25
8.5,145.5
8.5,145.5
8.5,145.5
8.5,143.75
6.5,143.75
6.5,143.75
6.5,143.5
8.5,143.5
8.5,143.5
8.5,143.75
10.5,143.75
10.5,143.75
10.5,148.0
12.0,148.0
12.0,148.0
12.0,150.5
9.0,150.5
9.0,150.5
9.0,153.0
11.0,153.0
11.0,153.0
11.0,155.75
12.5,155.75
12.5,155.75
12.5,156.5
14.5,156.5
14.5,156.5
14.5,159.0
15.0,159.0
15.0,159.0
15.0,161.5
14.0,161.5
14.0,161.5
14.0,162.75
14.5,162.75
14.5,162.75
14.5,164.75
16.0,164.75
16.0,164.75
16.0,166.75
16.5,166.75
16.5,166.75
16.5,168.0
19.0,168.0
19.0,168.0
19.0,169.75
16.5,169.75
16.5,169.75
16.5,170.5
18.0,170.5
18.0,170.5
18.0,170.5
18.5,170.5
18.5,170.5
18.5,170.5
19.5,170.5
19.5,170.5
19.5,164.5
21.0,164.5
21.0,164.5
21.0,163.5
22.0,163.5
22.0,163.5
22.0,162.5
23.5,162.5
23.5,162.5
23.5,158.75
24.5,158.75
24.5,158.75
24.5,152.5
26.0,152.5
26.0,152.5
26.0,152.0
26.5,152.0
26.5,152.0
26.5,150.25
27.0,150.25
27.0,150.25
27.0,150.0
28.5,150.0
28.5,150.0
28.5,150.75
28.5,150.75
28.5,150.75
28.5,141.25
29.5,141.25
29.5,141.25
29.5,133.75
29.5,133.75
29.5,133.75
29.5,147.75
30.0,147.75
30.0,147.75
30.0,156.25
31.0,156.25
31.0,156.25
31.0,158.25
31.5,158.25
31.5,158.25
31.5,159.75
32.0,159.75
32.0,159.75
32.0,162.0
33.0,162.0
33.0,162.0
33.0,163.25
33.0,163.25
33.0,163.25
33.0,153.0
33.0,153.0
33.0,153.0
33.0,142.5
33.0,142.5
33.0,142.5
33.0,130.75
32.0,130.75
32.0,130.75
32.0,134.25
32.0,134.25
32.0,134.25
32.0,145.25
32.0,145.25
32.0,145.25
32.0,151.75
30.5,151.75
30.5,151.75
30.5,151.75
31.0,151.75
31.0,151.75
31.0,153.5
30.5,153.5
30.5,153.5
30.5,155.25
31.0,155.25
31.0,155.25
31.0,149.75
31.0,149.75
31.0,149.75
31.0,138.75
31.0,138.75
31.0,138.75
31.0,134.25
31.0,134.25
31.0,134.25
31.0,132.25
31.0,132.25
31.0,132.25
31.0,134.75
29.5,134.75
29.5,134.75
29.5,134.75
28.5,134.75
28.5,134.75
28.5,134.75
28.0,134.75
28.0,134.75
28.0,133.75
26.5,133.75
26.5,133.75
26.5,133.25
26.0,133.25
26.0,133.25
26.0,131.75
25.0,131.75
25.0,131.75
25.0,130.75
23.5,130.75
23.5,130.75
23.5,133.0
22.5,133.0
22.5,133.0
22.5,134.0
21.0,134.0
21.0,134.0
21.0,137.5
20.5,137.5
20.5,137.5
20.5,137.75
19.0,137.75
19.0,137.75
19.0,139.75
18.5,139.75
18.5,139.75
18.5,139.75
17.5,139.75
17.5,139.75
17.5,136.25
17.0,136.25
17.0,136.25
17.0,134.75
17.0,134.75
17.0,134.75
17.0,135.75
18.0,135.75
18.0,135.75
18.0,143.0
18.5,143.0
18.5,143.0
18.5,146.0
12.5,146.0
12.5,146.0
12.5,146.0
11.0,146.0
11.0,146.0
11.0,136.0
10.0,136.0
10.0,136.0
10.0,126.75
9.5,126.75
9.5,126.75
9.5,125.75
9.0,125.75
9.0,125.75
9.0,124.25
8.0,124.25
8.0,124.25
8.0,125.75
8.0,125.75
8.0,125.75
8.0,126.5
7.0,126.5
7.0,126.5
7.0,129.25
6.5,129.25
6.5,129.25
6.5,131.25
6.5,131.25
6.5,131.25
6.5,133.75
5.5,133.75
5.5,133.75
5.5,135.0
5.5,135.0
5.5,135.0
5.5,135.75
5.0,135.75
5.0,135.75
5.0,138.25
5.5,138.25
5.5,138.25
5.5,138.5
5.5,138.5
5.5,138.5
5.5,137.0
4.0,137.0
4.0,137.0
4.0,134.25
4.0,134.25
4.0,134.25
4.0,134.25
4.5,134.25
4.5,134.25
4.5,135.5
4.5,135.5
4.5,135.5
4.5,143.0
2.5,143.0
2.5,143.0
2.5,143.0
2.5,143.0
2.5,143.0
2.5,138.75
3.5,138.75
3.5,138.75
3.5,139.25
4.5,139.25
4.5,139.25
4.5,137.5
4.5,137.5
4.5,137.5
4.5,139.0
2.0,139.0
2.0,139.0
2.0,139.25
1.5,139.25
1.5,139.25
1.5,141.75
2.0,141.75
2.0,141.75
2.0,143.75
2.0,143.75
2.0,143.75
2.0,145.5
2.0,145.5
2.0,145.5
2.0,147.25
2.0,147.25
2.0,147.25
2.0,149.0
2.0,149.0
2.0,149.0
2.0,149.25
0.0,149.25
0.0,149.25
0.0,150.25
0.0,150.25
0.0,150.25
0.0,148.25
1.0,148.25
1.0,148.25
1.0,149.25
1.0,149.25
1.0,149.25
1.0,151.25
1.5,151.25
1.5,151.25
1.5,151.25
1.5,151.25
1.5,151.25
1.5,143.25
0.0,143.25
0.0,143.25
0.0,142.5
1.5,142.5
1.5,142.5
1.5,139.25
1.0,139.25
1.0,139.25
1.0,135.5
0.0,135.5
0.0,135.5
0.0,132.25
1.0,132.25
1.0,132.25
1.0,132.25
0.0,132.25
0.0,132.25
0.0,134.5
0.0,134.5
0.0,134.5
0.0,132.75
0.5,132.75
0.5,132.75
0.5,132.75
0.0,132.75
0.0,132.75
0.0,133.25
0.0,133.25
0.0,133.25
0.0,135.25
0.0,135.25
0.0,135.25
0.0,139.0
0.5,139.0
0.5,139.0
0.5,140.5
1.5,140.5
1.5,140.5
1.5,141.25
1.5,141.25
1.5,141.25
1.5,141.5
0.0,141.5
0.0,141.5
0.0,140.0
0.0,140.0
0.0,140.0
0.0,140.75
0.5,140.75
0.5,140.75
0.5,142.0
1.0,142.0
1.0,142.0
1.0,142.5
2.5,142.5
2.5,142.5
2.5,136.25
3.5,136.25
3.5,136.25
3.5,135.5
0.0,135.5
0.0,135.5
0.0,140.5
0.0,140.5
0.0,140.5
0.0,141.25
0.0,141.25
0.0,141.25
0.0,142.25
0.0,142.25
0.0,142.25
0.0,143.5
0.0,143.5
0.0,143.5
0.0,143.5
0.0,143.5
0.0,143.5
0.0,143.5
0.0,143.5
0.0,143.5
0.0,143.5
0.0,143.5
0.0,143.5
0.0,144.75
0.0,144.75
0.0,144.75
0.0,145.5
0.0,145.5
0.0,145.5
0.0,146.25
0.0,146.25
0.0,146.25
0.0,146.25
0.0,146.25
0.0,146.25
0.0,146.25
0.0,146.25
0.0,146.25
0.0,146.25
0.0,146.25
0.0,146.25
0.0,145.5
0.0,145.5
0.0,145.5
0.0,145.75
0.0,145.75
0.0,145.75
0.0,146.25
0.0,146.25
0.0,146.25
0.0,145.75
0.5,145.75
0.5,145.75
0.5,143.25
0.5,143.25
0.5,143.25
0.5,145.5
2.0,145.5
2.0,145.5
2.0,147.5
5.5,147.5
5.5,147.5
5.5,148.25
6.5,148.25
6.5,148.25
6.5,144.5
6.5,144.5
6.5,144.5
6.5,144.5
1.0,144.5
1.0,144.5
1.0,145.0
7.5,145.0
7.5,145.0
7.5,140.25
7.5,140.25
7.5,140.25
7.5,134.25
2.5,134.25
2.5,134.25
2.5,132.25
1.5,132.25
1.5,132.25
1.5,135.0
1.5,135.0
1.5,135.0
1.5,135.0
3.0,135.0
3.0,135.0
3.0,135.5
3.0,135.5
3.0,135.5
3.0,139.5
3.5,139.5
3.5,139.5
3.5,140.25
4.5,140.25
4.5,140.25
4.5,141.0
4.5,141.0
4.5,141.0
4.5,141.5
5.0,141.5
5.0,141.5
5.0,141.75
5.5,141.75
5.5,141.75
5.5,141.75
5.5,141.75
5.5,141.75
5.5,143.25
6.0,143.25
6.0,143.25
6.0,143.25
7.0,143.25
7.0,143.25
7.0,142.0
7.0,142.0
7.0,142.0
7.0,140.75
7.5,140.75
7.5,140.75
7.5,140.75
8.0,140.75
8.0,140.75
8.0,139.0
8.5,139.0
8.5,139.0
8.5,137.5
8.5,137.5
8.5,137.5
8.5,140.5
9.5,140.5
9.5,140.5
9.5,140.5
9.5,140.5
9.5,140.5
9.5,140.5
9.5,140.5
9.5,140.5
9.5,140.5
10.0,140.5
10.0,140.5
10.0,141.0
10.5,141.0
10.5,141.0
10.5,142.5
11.0,142.5
11.0,142.5
11.0,143.0
11.5,143.0
11.5,143.0
11.5,140.75
13.5,140.75
13.5,140.75
13.5,140.25
11.0,140.25
11.0,140.25
11.0,141.25
13.5,141.25
13.5,141.25
13.5,141.25
13.5,141.25
13.5,141.25
13.5,139.25
13.5,139.25
13.5,139.25
13.5,140.25
14.5,140.25
14.5,140.25
14.5,140.25
14.5,140.25
14.5,140.25
14.5,140.25
15.0,140.25
15.0,140.25
15.0,140.25
17.0,140.25
17.0,140.25
17.0,140.75
17.0,140.75
17.0,140.75
17.0,140.25
18.0,140.25
18.0,140.25
18.0,139.0
18.5,139.0
18.5,139.0
18.5,135.25
16.0,135.25
16.0,135.25
16.0,137.75
17.5,137.75
17.5,137.75
17.5,140.0
18.5,140.0
18.5,140.0
18.5,139.75
19.0,139.75
19.0,139.75
19.0,139.75
20.5,139.75
20.5,139.75
20.5,136.5
20.5,136.5
20.5,136.5
20.5,135.25
19.0,135.25
19.0,135.25
19.0,132.5
19.5,132.5
19.5,132.5
19.5,133.5
20.5,133.5
20.5,133.5
20.5,135.25
20.5,135.25
20.5,135.25
20.5,135.25
20.5,135.25
20.5,135.25
20.5,138.75
21.0,138.75
21.0,138.75
21.0,138.75
21.0,138.75
21.0,138.75
21.0,140.0
20.5,140.0
20.5,140.0
20.5,140.0
21.0,140.0
21.0,140.0
21.0,142.5
21.0,142.5
21.0,142.5
21.0,145.25
22.0,145.25
22.0,145.25
22.0,148.0
22.5,148.0
22.5,148.0
22.5,149.5
22.5,149.5
22.5,149.5
22.5,145.5
21.0,145.5
21.0,145.5
21.0,140.75
22.0,140.75
22.0,140.75
22.0,140.5
22.5,140.5
22.5,140.5
22.5,136.0
22.5,136.0
22.5,136.0
22.5,136.0
22.5,136.0
22.5,136.0
22.5,136.25
22.5,136.25
22.5,136.25
22.5,133.75
22.5,133.75
22.5,133.75
22.5,133.25
23.0,133.25
23.0,133.25
23.0,133.0
23.5,133.0
23.5,133.0
23.5,132.5
23.5,132.5
23.5,132.5
23.5,133.75
22.0,133.75
22.0,133.75
22.0,133.0
22.0,133.0
22.0,133.0
22.0,131.0
23.5,131.0
23.5,131.0
23.5,131.0
22.0,131.0
22.0,131.0
22.0,135.0
22.5,135.0
22.5,135.0
22.5,135.25
22.5,135.25
22.5,135.25
22.5,136.25
20.5,136.25
20.5,136.25
20.5,140.25
22.0,140.25
22.0,140.25
22.0,142.5
22.0,142.5
22.0,142.5
22.0,140.5
19.0,140.5
19.0,140.5
19.0,141.25
18.5,141.25
18.5,141.25
18.5,144.5
31.0,144.5
31.0,144.5
31.0,148.75
16.5,148.75
16.5,148.75
16.5,147.75
15.0,147.75
15.0,147.75
15.0,152.75
16.5,152.75
16.5,152.75
16.5,154.0
16.5,154.0
16.5,154.0
16.5,157.0
15.5,157.0
15.5,157.0
15.5,159.0
16.0,159.0
16.0,159.0
16.0,161.75
14.0,161.75
14.0,161.75
14.0,164.0
13.0,164.0
13.0,164.0
13.0,158.0
10.5,158.0
10.5,158.0
10.5,152.25
10.0,152.25
10.0,152.25
10.0,146.0
9.5,146.0
9.5,146.0
9.5,135.0
9.0,135.0
9.0,135.0
9.0,131.25
12.5,131.25
12.5,131.25
12.5,136.0
14.5,136.0
14.5,136.0
14.5,136.5
12.0,136.5
12.0,136.5
12.0,136.75
11.5,136.75
11.5,136.75
11.5,134.75
11.0,134.75
11.0,134.75
11.0,136.5
12.0,136.5
12.0,136.5
12.0,134.75
10.0,134.75
10.0,134.75
10.0,138.25
8.5,138.25
8.5,138.25
8.5,141.25
8.0,141.25
8.0,141.25
8.0,141.75
12.0,141.75
12.0,141.75
12.0,135.75
10.0,135.75
10.0,135.75
10.0,141.5
12.0,141.5
12.0,141.5
12.0,142.0
7.5,142.0
7.5,142.0
7.5,134.25
10.0,134.25
10.0,134.25
10.0,132.0
12.0,132.0
12.0,132.0
12.0,126.0
7.0,126.0
7.0,126.0
7.0,124.75
6.5,124.75
6.5,124.75
6.5,123.0
7.0,123.0
7.0,123.0
7.0,125.0
5.5,125.0
5.5,125.0
5.5,129.0
6.5,129.0
6.5,129.0
6.5,129.75
6.5,129.75
6.5,129.75
6.5,131.0
5.0,131.0
5.0,131.0
5.0,136.25
5.5,136.25
5.5,136.25
5.5,139.5
5.5,139.5
5.5,139.5
5.5,141.25
0.5,141.25
0.5,141.25
0.5,137.5
0.0,137.5
0.0,137.5
0.0,134.25
1.0,134.25
1.0,134.25
1.0,133.0
1.0,133.0
1.0,133.0
1.0,131.75
1.5,131.75
1.5,131.75
1.5,137.25
1.5,137.25
1.5,137.25
1.5,144.25
1.5,144.25
1.5,144.25
1.5,150.75
0.0,150.75
0.0,150.75
0.0,156.75
0.5,156.75
0.5,156.75
0.5,157.0
0.5,157.0
0.5,157.0
0.5,146.25
1.5,146.25
1.5,146.25
1.5,135.5
2.0,135.5
2.0,135.5
2.0,129.0
2.0,129.0
2.0,129.0
2.0,119.75
2.0,119.75
2.0,119.75
2.0,124.75
0.0,124.75
0.0,124.75
0.0,125.25
0.0,125.25
0.0,125.25
0.0,125.5
0.0,125.5
0.0,125.5
0.0,125.75
0.0,125.75
0.0,125.75
0.0,126.25
0.0,126.25
0.0,126.25
0.0,129.5
0.0,129.5
0.0,129.5
0.0,129.75
0.5,129.75
0.5,129.75
0.5,136.75
0.5,136.75
0.5,136.75
0.5,149.5
0.5,149.5
0.5,149.5
0.5,153.5
1.5,153.5
1.5,153.5
1.5,154.5
1.5,154.5
1.5,154.5
1.5,148.25
0.0,148.25
0.0,148.25
0.0,145.5
0.0,145.5
0.0,145.5
0.0,136.0
0.0,136.0
0.0,136.0
0.0,133.5
0.0,133.5
0.0,133.5
0.0,131.0
0.0,131.0
0.0,131.0
0.0,128.75
0.0,128.75
0.0,128.75
0.0,127.5
0.0,127.5
0.0,127.5
0.0,142.0
0.0,142.0
0.0,142.0
0.0,154.25
1.0,154.25
1.0,154.25
1.0,158.75
1.0,158.75
1.0,158.75
1.0,154.25
1.5,154.25
1.5,154.25
1.5,145.0
0.0,145.0
0.0,145.0
0.0,145.0
0.0,145.0
0.0,145.0
0.0,152.5
0.0,152.5
0.0,152.5
0.0,159.5
0.0,159.5
0.0,159.5
0.0,162.75
0.0,162.75
0.0,162.75
0.0,162.75
0.0,162.75
0.0,162.75
0.0,156.75
0.0,156.75
0.0,156.75
0.0,159.5
10.0,159.5
10.0,159.5
10.0,159.5
13.5,159.5
